Claim_Number,Process,Activity,First_TimeStamp,Active_Minutes
40049115,Recovery,Assessment - Recovery,2024-12-05 07:00:00,0.6199686473385612
40049115,Recovery,Update - Recovery,2024-12-05 07:54:00,2.7885569165300987
40049115,Recovery,Entry - Recovery,2024-12-05 08:34:00,1.921962395169805
40049115,Coverage,Review - Coverage,2024-12-05 11:40:00,13.08775654341352
40049115,Coverage,Analysis - Coverage,2024-12-05 12:23:00,2.455667779905069
40049115,Schedule Services,Check - Schedule Services,2024-12-05 16:21:00,7.191157260933261
40049115,Recovery,Assessment - Recovery,2024-12-05 18:28:00,3.8777468742544734
40049115,Total Loss,Documentation - Total Loss,2024-12-05 20:39:00,6.1884264381870695
40049115,Schedule Services,Check - Schedule Services,2024-12-05 22:48:00,1.6063091943627072
40049115,Schedule Services,Update - Schedule Services,2024-12-05 23:32:00,14.328376049042733
40049115,Schedule Services,Update - Schedule Services,2024-12-06 00:25:00,3.8760544665717576
40049115,Communication,Check - Communication,2024-12-06 04:15:00,8.998879932709517
40049115,Liability,Analysis - Liability,2024-12-06 08:50:00,2.3710112045433154
40049115,Liability,Analysis - Liability,2024-12-06 09:14:00,0.6279768775680191
40049115,Liability,Assessment - Liability,2024-12-06 09:40:00,5.699868861878214
40049115,Liability,Analysis - Liability,2024-12-06 09:59:00,0.13894955531153377
40049115,Claim related teams chats,Review - Claim related teams chats,2024-12-06 13:24:00,3.324576113798359
40049115,Claim related teams chats,Approval - Claim related teams chats,2024-12-06 14:11:00,1.1709308353225947
40049115,Claim related teams chats,Review - Claim related teams chats,2024-12-06 14:40:00,5.0359204035971805
40049115,Claim related teams chats,Check - Claim related teams chats,2024-12-06 14:56:00,19.517146921268726
40061087,Coverage,Update - Coverage,2024-12-07 06:18:00,1.430042329500564
40061087,Coverage,Update - Coverage,2024-12-07 07:08:00,0.4531136007313141
40061087,Coverage,Approval - Coverage,2024-12-07 07:56:00,1.1358851762558428
40061087,Coverage,Analysis - Coverage,2024-12-07 12:20:00,4.154583742748314
40061087,Coverage,Processing - Coverage,2024-12-07 12:43:00,1.8220457637370564
40061087,Claim Admin,Analysis - Claim Admin,2024-12-07 15:17:00,2.8012273932976783
40061087,Claim Admin,Assessment - Claim Admin,2024-12-07 15:31:00,2.4649755390741217
40061087,Total Loss,Analysis - Total Loss,2024-12-07 18:25:00,10.533536366477671
40061087,Total Loss,Entry - Total Loss,2024-12-07 19:09:00,11.885153543676273
40061087,Total Loss,Processing - Total Loss,2024-12-07 19:36:00,3.495797052316041
40061087,Total Loss,Update - Total Loss,2024-12-07 19:50:00,2.1035517767770355
40061087,Recovery,Approval - Recovery,2024-12-07 23:57:00,0.664727735982155
40061087,Recovery,Assessment - Recovery,2024-12-08 00:43:00,15.431082645374593
40061087,Recovery,Approval - Recovery,2024-12-08 01:43:00,0.4105843180608941
40061087,Recovery,Approval - Recovery,2024-12-08 01:59:00,1.8666190945233523
40061087,Communication,Review - Communication,2024-12-08 03:31:00,1.8695809153208518
40061087,Communication,Review - Communication,2024-12-08 03:55:00,2.0312639084102635
40061087,Communication,Analysis - Communication,2024-12-08 04:14:00,0.9973491936835555
40061087,Communication,Update - Communication,2024-12-08 08:11:00,7.743010617979016
40061087,Communication,Documentation - Communication,2024-12-08 08:47:00,0.7533794356954463
40061087,Claim Admin,Check - Claim Admin,2024-12-08 14:21:00,5.138011148725333
40061087,Claim Admin,Assessment - Claim Admin,2024-12-08 14:49:00,0.7610671744528562
40061087,Communication,Processing - Communication,2024-12-08 18:59:00,0.46573406580656707
40064323,Recovery,Assessment - Recovery,2024-12-12 06:19:00,6.045592989349803
40064323,Recovery,Assessment - Recovery,2024-12-12 06:47:00,5.390324197930324
40064323,Total Loss,Update - Total Loss,2024-12-12 10:36:00,2.027231924706823
40064323,Coverage,Documentation - Coverage,2024-12-12 13:15:00,1.493067076705924
40064323,Coverage,Approval - Coverage,2024-12-12 17:18:00,2.196220154497353
40064323,Total Loss,Update - Total Loss,2024-12-12 22:43:00,8.064339134847435
40064323,Total Loss,Documentation - Total Loss,2024-12-12 23:34:00,4.512791224182528
40064323,Total Loss,Analysis - Total Loss,2024-12-13 00:30:00,1.5620572753219555
40064323,Total Loss,Update - Total Loss,2024-12-13 00:39:00,8.61452614094166
40064323,Coverage,Check - Coverage,2024-12-13 05:37:00,0.3815788301266615
40064323,Coverage,Check - Coverage,2024-12-13 05:58:00,6.106272095597834
40064323,Coverage,Update - Coverage,2024-12-13 06:45:00,2.9910703949911244
40064323,Coverage,Documentation - Coverage,2024-12-13 07:25:00,6.670619922830155
40064323,Communication,Update - Communication,2024-12-13 12:13:00,13.218173970379409
40064323,Total Loss,Entry - Total Loss,2024-12-13 15:28:00,7.032153811048559
40064323,Total Loss,Documentation - Total Loss,2024-12-13 16:27:00,3.0166711563628645
40064323,Total Loss,Entry - Total Loss,2024-12-13 16:59:00,0.9183372469944645
40064323,Total Loss,Entry - Total Loss,2024-12-13 17:06:00,8.308539560249978
40064323,Settlement,Entry - Settlement,2024-12-13 20:27:00,3.187467625079561
40064323,Settlement,Processing - Settlement,2024-12-13 21:26:00,0.49149622732984477
40064323,Settlement,Entry - Settlement,2024-12-13 21:52:00,6.447988870987229
40064323,Settlement,Entry - Settlement,2024-12-13 22:32:00,1.8255105972788446
40067661,Claim related teams chats,Assessment - Claim related teams chats,2024-12-09 23:02:00,0.318425271485135
40067661,Claim related teams chats,Check - Claim related teams chats,2024-12-09 23:33:00,2.7309267627725533
40067661,Claim related teams chats,Review - Claim related teams chats,2024-12-09 23:55:00,6.436449739548337
40067661,Claim related teams chats,Update - Claim related teams chats,2024-12-10 00:36:00,1.2390374399557584
40067661,Total Loss,Analysis - Total Loss,2024-12-10 04:09:00,5.298913732486552
40067661,Total Loss,Assessment - Total Loss,2024-12-10 05:00:00,5.909173934378543
40067661,Total Loss,Analysis - Total Loss,2024-12-10 05:12:00,1.5732120240828822
40067661,Total Loss,Analysis - Total Loss,2024-12-10 08:56:00,4.688429223716421
40067661,Total Loss,Analysis - Total Loss,2024-12-10 09:51:00,5.873823796560644
40067661,Total Loss,Update - Total Loss,2024-12-10 10:29:00,3.2425460356095193
40067661,Total Loss,Entry - Total Loss,2024-12-10 10:55:00,2.152764625231797
40067661,Settlement,Processing - Settlement,2024-12-10 13:21:00,4.926768780745646
40067661,Settlement,Processing - Settlement,2024-12-10 14:05:00,19.148931467656954
40067661,Settlement,Processing - Settlement,2024-12-10 14:12:00,2.882964140409331
40067661,Claim related teams chats,Approval - Claim related teams chats,2024-12-10 17:38:00,2.5857239750241576
40067661,Claim related teams chats,Check - Claim related teams chats,2024-12-10 18:07:00,3.2205959710913628
40070640,Coverage,Processing - Coverage,2024-12-09 18:21:00,4.578383598040992
40070640,Coverage,Update - Coverage,2024-12-09 19:06:00,0.16369310646760993
40070640,Coverage,Analysis - Coverage,2024-12-09 19:21:00,0.10602169416991898
40070640,Schedule Services,Update - Schedule Services,2024-12-10 00:18:00,4.886847158021589
40070640,Schedule Services,Update - Schedule Services,2024-12-10 01:14:00,1.1475413494516609
40070640,Coverage,Review - Coverage,2024-12-10 04:33:00,1.1652702950173768
40070640,Coverage,Approval - Coverage,2024-12-10 05:18:00,5.396067079518621
40070640,Coverage,Processing - Coverage,2024-12-10 06:08:00,0.3759633191740125
40070640,Coverage,Analysis - Coverage,2024-12-10 06:39:00,1.9800574900627568
40070640,Coverage,Check - Coverage,2024-12-10 11:39:00,0.909254011616489
40070640,Coverage,Documentation - Coverage,2024-12-10 12:30:00,4.4396029199309925
40070640,Coverage,Update - Coverage,2024-12-10 12:52:00,5.520074081339821
40070640,Coverage,Review - Coverage,2024-12-10 13:08:00,6.4851527310621435
40070640,Liability,Assessment - Liability,2024-12-10 17:54:00,1.5734073352681464
40070640,Liability,Assessment - Liability,2024-12-10 18:25:00,0.5674328519571237
40070640,Liability,Analysis - Liability,2024-12-10 18:36:00,0.5097591194857808
40070640,Liability,Analysis - Liability,2024-12-10 20:28:00,2.8769496960679484
40070640,Liability,Analysis - Liability,2024-12-10 21:07:00,14.679470308961442
40070640,Liability,Assessment - Liability,2024-12-10 21:36:00,1.3277704746743897
40070640,Liability,Assessment - Liability,2024-12-10 21:51:00,1.583557586286559
40070640,Total Loss,Update - Total Loss,2024-12-11 02:53:00,0.6317428075490343
40070640,Total Loss,Documentation - Total Loss,2024-12-11 03:08:00,4.751571443211856
40070640,Total Loss,Update - Total Loss,2024-12-11 03:29:00,5.7951854658184425
40070640,Total Loss,Assessment - Total Loss,2024-12-11 03:50:00,5.2491341076904146
40070640,Claim related teams chats,Check - Claim related teams chats,2024-12-11 06:45:00,9.971093927164132
40070640,Claim related teams chats,Review - Claim related teams chats,2024-12-11 07:23:00,3.431804148568028
40070640,Claim related teams chats,Assessment - Claim related teams chats,2024-12-11 08:07:00,0.8219913521769877
40070640,Liability,Analysis - Liability,2024-12-11 13:02:00,1.8082640783195305
40070640,Liability,Update - Liability,2024-12-11 14:01:00,5.5299115201643545
40070640,Liability,Update - Liability,2024-12-11 14:50:00,4.848229066290159
40070640,Total Loss,Assessment - Total Loss,2024-12-11 17:15:00,3.885795918920283
40070640,Liability,Assessment - Liability,2024-12-11 21:13:00,5.843706337597311
40070640,Liability,Analysis - Liability,2024-12-11 21:55:00,5.172148737955793
40070640,Liability,Update - Liability,2024-12-11 22:51:00,10.756828415677354
40070640,Liability,Update - Liability,2024-12-11 23:37:00,4.509644325328129
40070640,Desktop Management,Processing - Desktop Management,2024-12-12 03:19:00,7.638951977926565
40070640,Coverage,Check - Coverage,2024-12-12 08:05:00,1.52979882215695
40070640,Coverage,Review - Coverage,2024-12-12 10:29:00,5.768854635734886
40070640,Coverage,Check - Coverage,2024-12-12 10:35:00,11.72385282256606
40070640,Coverage,Review - Coverage,2024-12-12 11:20:00,2.536622488934307
40092193,Settlement,Assessment - Settlement,2024-12-02 22:22:00,1.4209903004102173
40092193,Settlement,Entry - Settlement,2024-12-02 22:40:00,6.441585826414211
40092193,Liability,Analysis - Liability,2024-12-03 01:10:00,4.060544613172327
40092193,Liability,Analysis - Liability,2024-12-03 01:36:00,3.0600081442591773
40092193,Liability,Assessment - Liability,2024-12-03 04:51:00,8.397975755001047
40092193,Liability,Assessment - Liability,2024-12-03 05:31:00,1.4952323949949162
40092193,Desktop Management,Documentation - Desktop Management,2024-12-03 08:37:00,10.835432493529927
40092193,Desktop Management,Processing - Desktop Management,2024-12-03 09:04:00,4.2168344328613685
40092193,Desktop Management,Review - Desktop Management,2024-12-03 09:12:00,4.797475404443701
40092193,Liability,Assessment - Liability,2024-12-03 14:37:00,10.499566831615605
40092193,Liability,Assessment - Liability,2024-12-03 14:52:00,8.607291463695796
40092193,Liability,Assessment - Liability,2024-12-03 15:10:00,4.701017745116957
40092193,Liability,Assessment - Liability,2024-12-03 18:16:00,7.095635829294137
40103355,Total Loss,Analysis - Total Loss,2024-12-08 22:49:00,1.6041984850505853
40103355,Claim Admin,Verification - Claim Admin,2024-12-09 01:22:00,5.125687639707752
40103355,Claim Admin,Assessment - Claim Admin,2024-12-09 02:08:00,3.9824850338883566
40103355,Claim Admin,Verification - Claim Admin,2024-12-09 02:16:00,7.667126150647327
40103355,Communication,Documentation - Communication,2024-12-09 05:57:00,0.6657350864791453
40103355,Communication,Assessment - Communication,2024-12-09 06:06:00,7.257042403682414
40103355,Communication,Analysis - Communication,2024-12-09 06:31:00,3.9964300953494476
40103355,Communication,Analysis - Communication,2024-12-09 06:40:00,16.58310638883833
40103355,Total Loss,Analysis - Total Loss,2024-12-09 10:41:00,2.191780449945556
40103355,Total Loss,Update - Total Loss,2024-12-09 11:24:00,5.106818486725115
40103355,Total Loss,Analysis - Total Loss,2024-12-09 11:47:00,13.543304877842756
40103355,Communication,Check - Communication,2024-12-09 15:58:00,0.6407649883263731
40103355,Communication,Review - Communication,2024-12-09 16:31:00,13.941269634193842
40103355,Schedule Services,Documentation - Schedule Services,2024-12-09 19:28:00,5.921929417789845
40103355,Schedule Services,Check - Schedule Services,2024-12-09 19:39:00,0.45123825145554153
40103355,Schedule Services,Check - Schedule Services,2024-12-09 20:11:00,1.890262082141199
40103355,Schedule Services,Check - Schedule Services,2024-12-09 20:58:00,6.2579549756065616
40103355,Settlement,Processing - Settlement,2024-12-09 23:05:00,0.44862963697380653
40103355,Total Loss,Entry - Total Loss,2024-12-10 01:24:00,4.463408645474819
40103355,Total Loss,Assessment - Total Loss,2024-12-10 02:04:00,2.222345657556806
40103355,Total Loss,Update - Total Loss,2024-12-10 02:46:00,4.949980952374173
40103355,Schedule Services,Documentation - Schedule Services,2024-12-10 05:50:00,0.33410619638977423
40103355,Schedule Services,Check - Schedule Services,2024-12-10 06:43:00,10.360564224384563
40103355,Schedule Services,Documentation - Schedule Services,2024-12-10 07:43:00,18.250971875721707
40103355,Recovery,Assessment - Recovery,2024-12-10 10:04:00,17.449178322458756
40118033,Total Loss,Analysis - Total Loss,2024-12-05 15:42:00,4.598934083871083
40118033,Total Loss,Analysis - Total Loss,2024-12-05 16:01:00,15.368932572662683
40118033,Claim related teams chats,Update - Claim related teams chats,2024-12-05 21:04:00,1.6196934721374632
40118033,Settlement,Assessment - Settlement,2024-12-05 23:51:00,12.074994133088614
40118033,Communication,Analysis - Communication,2024-12-06 05:43:00,15.095523846460138
40118033,Communication,Entry - Communication,2024-12-06 06:06:00,1.6677601024505626
40118033,Liability,Analysis - Liability,2024-12-06 08:15:00,7.1162233647520825
40118033,Liability,Update - Liability,2024-12-06 08:34:00,1.4641315607448395
40118033,Liability,Documentation - Liability,2024-12-06 09:01:00,6.789638799529254
40118033,Liability,Update - Liability,2024-12-06 09:34:00,8.083101334979556
40118033,Total Loss,Documentation - Total Loss,2024-12-06 14:34:00,1.5198163370050024
40118033,Total Loss,Documentation - Total Loss,2024-12-06 14:59:00,6.391608963556653
40118033,Schedule Services,Check - Schedule Services,2024-12-06 20:22:00,8.459347642986831
40118033,Schedule Services,Documentation - Schedule Services,2024-12-06 21:07:00,2.3203452599475254
40118033,Schedule Services,Check - Schedule Services,2024-12-07 02:09:00,1.0178283077956163
40118033,Schedule Services,Documentation - Schedule Services,2024-12-07 02:43:00,0.5823593918207189
40118033,Schedule Services,Documentation - Schedule Services,2024-12-07 02:55:00,4.382823198778453
40118033,Liability,Update - Liability,2024-12-07 07:14:00,19.20591384925992
40118033,Liability,Update - Liability,2024-12-07 08:07:00,8.756624539751886
40118033,Recovery,Entry - Recovery,2024-12-07 13:26:00,2.962083698837176
40118033,Recovery,Update - Recovery,2024-12-07 14:15:00,3.946048877931945
40118033,Total Loss,Analysis - Total Loss,2024-12-07 17:06:00,1.7392428357659275
40118033,Total Loss,Documentation - Total Loss,2024-12-07 17:28:00,0.9900495308259224
40118033,Schedule Services,Documentation - Schedule Services,2024-12-07 21:10:00,3.389683625608599
40118033,Schedule Services,Documentation - Schedule Services,2024-12-07 21:56:00,3.2134581807309286
40118033,Schedule Services,Check - Schedule Services,2024-12-07 22:10:00,3.7899900748770015
40118033,Desktop Management,Analysis - Desktop Management,2024-12-08 01:20:00,15.367292714442867
40118033,Desktop Management,Documentation - Desktop Management,2024-12-08 02:18:00,4.730383545498352
40118834,Total Loss,Processing - Total Loss,2024-12-02 10:02:00,2.001124315715167
40118834,Total Loss,Processing - Total Loss,2024-12-02 10:56:00,18.763234333926125
40118834,Schedule Services,Update - Schedule Services,2024-12-02 12:18:00,1.584162885008036
40118834,Schedule Services,Check - Schedule Services,2024-12-02 13:01:00,3.1451994972322663
40118834,Schedule Services,Documentation - Schedule Services,2024-12-02 13:45:00,0.25240029478542436
40118834,Schedule Services,Update - Schedule Services,2024-12-02 14:08:00,2.631077413793992
40118834,Communication,Analysis - Communication,2024-12-02 17:41:00,4.33522297569397
40118834,Communication,Check - Communication,2024-12-02 18:28:00,15.401312641144925
40118834,Communication,Review - Communication,2024-12-02 19:11:00,3.7359614189698216
40118834,Recovery,Update - Recovery,2024-12-02 22:30:00,8.649256929478273
40118834,Settlement,Assessment - Settlement,2024-12-03 03:27:00,4.060724824397386
40118834,Coverage,Update - Coverage,2024-12-03 07:05:00,0.30820025683098573
40118834,Coverage,Update - Coverage,2024-12-03 07:25:00,1.9917426068094781
40118834,Recovery,Update - Recovery,2024-12-03 11:18:00,4.384799531268909
40118834,Coverage,Update - Coverage,2024-12-03 15:56:00,15.138413575521914
40118834,Coverage,Analysis - Coverage,2024-12-03 16:12:00,9.899601767474598
40118834,Coverage,Review - Coverage,2024-12-03 16:27:00,1.3961573760632895
40118834,Coverage,Update - Coverage,2024-12-03 16:59:00,1.343010884648566
40118834,Total Loss,Update - Total Loss,2024-12-03 20:24:00,1.223054180713352
40118834,Recovery,Approval - Recovery,2024-12-04 01:09:00,12.887315507331087
40144356,Communication,Update - Communication,2024-12-14 22:29:00,3.6962506117089555
40144356,Communication,Entry - Communication,2024-12-14 23:16:00,6.341913366619611
40144356,Total Loss,Analysis - Total Loss,2024-12-15 03:42:00,1.697603703433392
40144356,Total Loss,Entry - Total Loss,2024-12-15 04:24:00,0.7481940330777755
40144356,Total Loss,Assessment - Total Loss,2024-12-15 06:26:00,4.160299291012194
40144356,Total Loss,Entry - Total Loss,2024-12-15 06:46:00,2.0798835031115366
40144356,Total Loss,Update - Total Loss,2024-12-15 07:17:00,3.021385974523684
40144356,Total Loss,Processing - Total Loss,2024-12-15 11:33:00,5.305681327801784
40144356,Total Loss,Assessment - Total Loss,2024-12-15 12:27:00,3.5073357042758646
40144356,Total Loss,Entry - Total Loss,2024-12-15 13:18:00,4.941590123927355
40144356,Coverage,Approval - Coverage,2024-12-15 14:59:00,4.028505834038679
40144356,Coverage,Review - Coverage,2024-12-15 15:16:00,6.8314538481734
40144356,Coverage,Review - Coverage,2024-12-15 15:50:00,6.219799744319413
40144356,Coverage,Documentation - Coverage,2024-12-15 16:15:00,3.919886105279653
40144356,Communication,Documentation - Communication,2024-12-15 21:03:00,5.780060428890162
40144356,Communication,Processing - Communication,2024-12-15 21:17:00,10.439921230288368
40144356,Communication,Entry - Communication,2024-12-15 22:00:00,2.9305579685140186
40144356,Desktop Management,Analysis - Desktop Management,2024-12-15 23:52:00,2.761634583254755
40144356,Desktop Management,Processing - Desktop Management,2024-12-16 00:28:00,7.324823911267597
40144356,Desktop Management,Analysis - Desktop Management,2024-12-16 00:51:00,4.467998470024549
40144356,Claim Admin,Update - Claim Admin,2024-12-16 05:22:00,0.4682691930230378
40144356,Claim Admin,Update - Claim Admin,2024-12-16 05:47:00,11.233308862142684
40144356,Claim Admin,Assessment - Claim Admin,2024-12-16 10:11:00,0.25633427719502766
40144356,Claim Admin,Entry - Claim Admin,2024-12-16 10:18:00,6.999501358937612
40144356,Total Loss,Documentation - Total Loss,2024-12-16 13:30:00,7.210522652225777
40144356,Total Loss,Documentation - Total Loss,2024-12-16 13:51:00,15.399869957115966
40144356,Total Loss,Documentation - Total Loss,2024-12-16 14:32:00,0.37827400394119604
40144356,Total Loss,Analysis - Total Loss,2024-12-16 15:28:00,4.642317979704121
40144356,Total Loss,Update - Total Loss,2024-12-16 19:04:00,2.891688018791559
40183062,Total Loss,Entry - Total Loss,2024-12-06 01:51:00,8.98699017504672
40183062,Total Loss,Analysis - Total Loss,2024-12-06 02:11:00,0.31242916182450353
40183062,Total Loss,Update - Total Loss,2024-12-06 02:40:00,0.2169095355984222
40183062,Settlement,Entry - Settlement,2024-12-06 04:30:00,2.434100309918004
40183062,Settlement,Assessment - Settlement,2024-12-06 05:04:00,0.9054719810726125
40183062,Settlement,Processing - Settlement,2024-12-06 05:36:00,4.186578171036311
40183062,Settlement,Entry - Settlement,2024-12-06 05:41:00,12.565635819494986
40183062,Claim related teams chats,Approval - Claim related teams chats,2024-12-06 08:00:00,2.583625281183691
40183062,Claim related teams chats,Check - Claim related teams chats,2024-12-06 08:58:00,9.420050333352634
40183062,Claim related teams chats,Review - Claim related teams chats,2024-12-06 09:43:00,0.10120451766396275
40183062,Claim related teams chats,Approval - Claim related teams chats,2024-12-06 10:36:00,1.0227079569960917
40183062,Settlement,Assessment - Settlement,2024-12-06 12:41:00,0.2544797082892024
40183062,Settlement,Assessment - Settlement,2024-12-06 13:39:00,2.0885799053534146
40183062,Settlement,Entry - Settlement,2024-12-06 14:30:00,12.040148255692005
40183062,Settlement,Entry - Settlement,2024-12-06 14:56:00,0.6098985385019974
40183062,Claim Admin,Analysis - Claim Admin,2024-12-06 19:59:00,4.762224767003247
40183062,Claim Admin,Assessment - Claim Admin,2024-12-06 20:38:00,3.1028029784170017
40183062,Claim Admin,Analysis - Claim Admin,2024-12-06 21:20:00,14.041006828007138
40183062,Desktop Management,Processing - Desktop Management,2024-12-07 02:52:00,0.7535006936857532
40183062,Claim related teams chats,Approval - Claim related teams chats,2024-12-07 05:58:00,1.2914626651289327
40183062,Claim related teams chats,Check - Claim related teams chats,2024-12-07 06:33:00,0.24993560813517737
40183062,Claim related teams chats,Update - Claim related teams chats,2024-12-07 07:07:00,2.9452340368877974
40183062,Recovery,Approval - Recovery,2024-12-07 12:38:00,1.7274936291073644
40183062,Recovery,Update - Recovery,2024-12-07 13:09:00,10.297487523646135
40183062,Recovery,Update - Recovery,2024-12-07 13:20:00,4.743598426501121
40197775,Schedule Services,Update - Schedule Services,2024-12-13 16:13:00,2.8351993815682532
40197775,Schedule Services,Check - Schedule Services,2024-12-13 16:51:00,9.721275179572027
40197775,Settlement,Entry - Settlement,2024-12-13 20:43:00,7.482188138533056
40197775,Claim related teams chats,Assessment - Claim related teams chats,2024-12-13 23:11:00,0.4342555327184858
40197775,Claim related teams chats,Check - Claim related teams chats,2024-12-13 23:51:00,4.952748665113519
40197775,Claim related teams chats,Assessment - Claim related teams chats,2024-12-14 00:13:00,1.4415254627036411
40197775,Claim related teams chats,Check - Claim related teams chats,2024-12-14 01:19:00,4.1767804573513585
40197775,Claim related teams chats,Review - Claim related teams chats,2024-12-14 02:14:00,15.819820827257411
40197775,Claim related teams chats,Review - Claim related teams chats,2024-12-14 02:42:00,10.662386495204236
40197775,Schedule Services,Documentation - Schedule Services,2024-12-14 04:27:00,2.691907178398636
40197775,Claim Admin,Verification - Claim Admin,2024-12-14 07:18:00,1.8231239008088136
40197775,Claim Admin,Entry - Claim Admin,2024-12-14 07:33:00,1.4355147100856258
40197775,Claim Admin,Documentation - Claim Admin,2024-12-14 08:11:00,3.90193868862533
40197775,Claim Admin,Update - Claim Admin,2024-12-14 08:27:00,0.706593944934722
40197775,Settlement,Assessment - Settlement,2024-12-14 13:41:00,4.084489497937968
40197775,Settlement,Entry - Settlement,2024-12-14 14:03:00,0.10667264789698637
40197775,Claim related teams chats,Assessment - Claim related teams chats,2024-12-14 18:47:00,2.056698939750694
40197775,Claim related teams chats,Update - Claim related teams chats,2024-12-14 18:59:00,1.3418857490325107
40197775,Settlement,Assessment - Settlement,2024-12-14 23:30:00,17.840162669793006
40197775,Settlement,Entry - Settlement,2024-12-15 00:27:00,6.595857477176397
