Claim_Number,Process,First_TimeStamp,Active_Minutes
40318408,Claim related teams chats,2024-12-09 22:18:00,5.77808264298871
40318408,Communication,2024-12-09 22:23:00,1.4138997481376812
40318408,Recovery,2024-12-09 23:43:00,3.6565908424422293
40318408,Schedule Services,2024-12-10 00:55:00,11.038168756896795
40318408,Communication,2024-12-10 02:54:00,6.016896899109821
40318408,Coverage,2024-12-10 04:34:00,2.6095695061581665
40318408,Claim related teams chats,2024-12-10 05:44:00,2.429810547298049
40318408,Coverage,2024-12-10 06:52:00,3.1416025699769228
40318408,Settlement,2024-12-10 08:50:00,1.0742471661504631
40318408,Communication,2024-12-10 09:16:00,5.125620211739819
40318408,Liability,2024-12-10 09:49:00,2.363985130626406
40318408,Schedule Services,2024-12-10 11:02:00,9.66507316635287
40327359,Total Loss,2024-12-16 06:48:00,2.5745681849086193
40327359,Schedule Services,2024-12-16 08:39:00,2.7873437787020996
40327359,Schedule Services,2024-12-16 09:41:00,3.266637906073686
40327359,Total Loss,2024-12-16 11:18:00,2.3920238492397985
40327359,Desktop Management,2024-12-16 11:45:00,0.6302480830700874
40327359,Coverage,2024-12-16 13:14:00,1.95265107508898
40327359,Total Loss,2024-12-16 13:35:00,5.549269191001469
40327359,Claim related teams chats,2024-12-16 13:38:00,5.57984494834845
40327359,Schedule Services,2024-12-16 14:16:00,1.7859326089906722
40387952,Total Loss,2024-12-03 14:52:00,5.6071068559917645
40387952,Settlement,2024-12-03 16:23:00,4.800936179221285
40387952,Total Loss,2024-12-03 17:02:00,5.257836286777442
40387952,Settlement,2024-12-03 17:46:00,0.5606094902154022
40387952,Settlement,2024-12-03 19:22:00,11.299675371264811
40387952,Total Loss,2024-12-03 19:31:00,2.565472081054468
40387952,Settlement,2024-12-03 20:39:00,1.979794204415017
40387952,Total Loss,2024-12-03 21:06:00,3.202843898178061
40387952,Recovery,2024-12-03 22:30:00,2.5720231609222255
40387952,Liability,2024-12-03 23:55:00,10.059974745486613
40387952,Claim Admin,2024-12-04 00:04:00,13.343789404820592
40387952,Desktop Management,2024-12-04 00:54:00,1.9081015926358593
40387952,Claim related teams chats,2024-12-04 02:24:00,10.073142503169995
40387952,Liability,2024-12-04 03:47:00,7.705375630181049
40402690,Claim related teams chats,2024-12-01 12:59:00,5.3944987304611
40402690,Claim related teams chats,2024-12-01 13:06:00,14.02774722954687
40402690,Settlement,2024-12-01 14:54:00,10.347646330481997
40402690,Recovery,2024-12-01 16:36:00,7.36355512373689
40402690,Recovery,2024-12-01 16:46:00,7.866406717068506
40402690,Claim related teams chats,2024-12-01 17:54:00,5.567898419608365
40402690,Recovery,2024-12-01 19:01:00,1.6074640664863509
40402690,Total Loss,2024-12-01 19:22:00,11.986275460975452
40402690,Recovery,2024-12-01 20:14:00,5.654421087100344
40402690,Claim related teams chats,2024-12-01 22:08:00,4.209912439431902
40423570,Schedule Services,2024-12-06 08:03:00,7.369682452578881
40423570,Liability,2024-12-06 09:11:00,5.463990470887109
40423570,Schedule Services,2024-12-06 09:22:00,8.783413582074433
40423570,Claim Admin,2024-12-06 11:12:00,5.313804079762831
40423570,Coverage,2024-12-06 12:11:00,17.459880208042563
40423570,Desktop Management,2024-12-06 14:02:00,6.358082217665366
40445101,Recovery,2024-12-11 18:20:00,2.527504071358549
40445101,Claim related teams chats,2024-12-11 19:46:00,3.1728263731820925
40445101,Recovery,2024-12-11 19:54:00,1.9069006287531842
40445101,Claim related teams chats,2024-12-11 21:38:00,13.582205126989521
40445101,Coverage,2024-12-11 23:30:00,0.7314669130403347
40445101,Total Loss,2024-12-11 23:34:00,13.671555523709793
40445101,Desktop Management,2024-12-12 00:10:00,5.857952669500003
40445101,Settlement,2024-12-12 00:58:00,3.8918659851665667
40448345,Desktop Management,2024-12-14 00:49:00,5.674615488044748
40448345,Settlement,2024-12-14 01:11:00,0.3671291754450656
40448345,Communication,2024-12-14 02:51:00,0.7031945165044889
40448345,Communication,2024-12-14 04:27:00,0.11963035947571443
40448345,Settlement,2024-12-14 06:27:00,37.72601718016094
40448345,Schedule Services,2024-12-14 07:39:00,8.204357566917169
40448345,Desktop Management,2024-12-14 08:21:00,7.825817788744433
40448345,Communication,2024-12-14 10:17:00,3.6639550702620753
40448345,Schedule Services,2024-12-14 10:42:00,1.8838539062651907
40448345,Recovery,2024-12-14 10:45:00,0.9200371512553224
40448345,Claim Admin,2024-12-14 12:09:00,1.775089645121938
40449395,Settlement,2024-12-07 10:14:00,1.5538470139077938
40449395,Settlement,2024-12-07 11:40:00,1.9391915821910133
40449395,Settlement,2024-12-07 12:40:00,4.854901370388994
40449395,Settlement,2024-12-07 12:54:00,11.510741444139766
40449395,Schedule Services,2024-12-07 13:08:00,8.401667490193985
40449395,Schedule Services,2024-12-07 14:47:00,4.474906909849151
40449395,Settlement,2024-12-07 15:30:00,6.650774171064458
40449395,Settlement,2024-12-07 16:48:00,2.3692537234359956
40449395,Settlement,2024-12-07 17:03:00,5.221684365473223
40449395,Settlement,2024-12-07 18:13:00,3.238497780730898
40449395,Recovery,2024-12-07 18:32:00,1.1532109527205674
40467010,Schedule Services,2024-12-11 06:41:00,15.811272192096274
40467010,Settlement,2024-12-11 07:03:00,2.1022004879154617
40467010,Settlement,2024-12-11 07:09:00,16.475367405244643
40467010,Settlement,2024-12-11 07:10:00,11.687775487363185
40467010,Claim related teams chats,2024-12-11 08:56:00,1.6761793128374771
40467010,Coverage,2024-12-11 09:43:00,8.23652737495526
40467010,Liability,2024-12-11 09:52:00,27.235530748302658
40467010,Coverage,2024-12-11 11:15:00,1.55619530300953
40467010,Claim Admin,2024-12-11 11:45:00,2.970399687684203
40467010,Claim related teams chats,2024-12-11 13:20:00,3.7717289025060152
40467010,Settlement,2024-12-11 13:49:00,1.8472990061469499
40491072,Claim Admin,2024-12-10 07:34:00,7.4212174887383995
40491072,Desktop Management,2024-12-10 08:32:00,0.41974157580488225
40491072,Claim Admin,2024-12-10 09:04:00,4.399645561570667
40491072,Desktop Management,2024-12-10 10:33:00,0.7346827486498934
40491072,Settlement,2024-12-10 11:03:00,0.28571183634875685
40491072,Settlement,2024-12-10 11:26:00,0.3709292223847981
40491234,Liability,2024-12-05 06:58:00,0.9128809185896223
40491234,Liability,2024-12-05 07:19:00,2.062812975068522
40491234,Liability,2024-12-05 07:31:00,6.784799390123954
40491234,Coverage,2024-12-05 07:42:00,3.3314909664580887
40491234,Liability,2024-12-05 07:49:00,2.457129482107963
40491234,Desktop Management,2024-12-05 09:22:00,2.608307700792891
40491234,Communication,2024-12-05 10:17:00,3.175810804584616
40497562,Total Loss,2024-12-08 12:46:00,3.1775314302571385
40497562,Desktop Management,2024-12-08 14:24:00,1.3654535496152684
40497562,Desktop Management,2024-12-08 14:50:00,13.64939225039567
40497562,Total Loss,2024-12-08 14:55:00,2.21252174269768
40497562,Desktop Management,2024-12-08 15:51:00,0.9776300844567413
40497562,Desktop Management,2024-12-08 17:00:00,4.240991648049674
40497562,Liability,2024-12-08 17:59:00,14.491890679956557
40497562,Coverage,2024-12-08 19:39:00,0.11918822424257106
40497562,Coverage,2024-12-08 21:17:00,1.459862865047295
40497562,Total Loss,2024-12-08 21:30:00,14.039335454718183
40498863,Settlement,2024-12-02 02:36:00,19.264854800767623
40498863,Communication,2024-12-02 03:12:00,16.969936262375718
40498863,Schedule Services,2024-12-02 04:54:00,2.6139177196934487
40498863,Schedule Services,2024-12-02 05:56:00,6.616587890408427
40498863,Communication,2024-12-02 06:35:00,2.2217574292857036
40498863,Communication,2024-12-02 07:17:00,5.65990360274469
40498863,Claim Admin,2024-12-02 07:41:00,8.284817523676711
40498863,Total Loss,2024-12-02 08:32:00,14.764373762425988
40498863,Settlement,2024-12-02 10:13:00,2.6558973972415765
40498863,Claim related teams chats,2024-12-02 10:22:00,7.746160312407585
40498863,Communication,2024-12-02 11:31:00,1.6457438820776304
40498863,Communication,2024-12-02 13:08:00,23.29482619614794
40498863,Coverage,2024-12-02 13:32:00,0.23053725868436595
40498863,Recovery,2024-12-02 13:33:00,4.7257594625197274
40501157,Total Loss,2024-12-11 05:31:00,5.074603286775108
40501157,Settlement,2024-12-11 06:59:00,1.527646015981691
40501157,Coverage,2024-12-11 08:00:00,6.211716403019921
40501157,Settlement,2024-12-11 09:05:00,2.8895978066118118
40501157,Schedule Services,2024-12-11 10:09:00,3.021872099519876
40501157,Liability,2024-12-11 11:28:00,5.339438905266018
40501157,Schedule Services,2024-12-11 12:10:00,13.866332735548692
40501157,Coverage,2024-12-11 12:16:00,0.4307329154614954
40501157,Claim related teams chats,2024-12-11 13:01:00,8.80751582603576
40501157,Recovery,2024-12-11 13:05:00,1.829262240730678
40501157,Liability,2024-12-11 13:54:00,3.0342106461394818
40501157,Claim Admin,2024-12-11 14:40:00,0.21078495994734697
40501157,Settlement,2024-12-11 16:05:00,1.8908522928481941
40501157,Communication,2024-12-11 17:28:00,3.5921178073381466
40501157,Liability,2024-12-11 19:25:00,0.389078264239775
40529525,Settlement,2024-12-07 20:44:00,1.7996828341644224
40529525,Coverage,2024-12-07 21:38:00,0.13242671116690152
40529525,Settlement,2024-12-07 21:42:00,3.5282688510986775
40529525,Claim related teams chats,2024-12-07 22:55:00,1.7817431412409148
40529525,Claim related teams chats,2024-12-07 23:34:00,6.7327421689986195
40529525,Recovery,2024-12-07 23:40:00,0.22118819004625181
40531831,Recovery,2024-12-15 20:47:00,1.026601606038945
40531831,Schedule Services,2024-12-15 22:30:00,19.061556528390348
40531831,Desktop Management,2024-12-15 23:18:00,9.697413779439295
40531831,Communication,2024-12-15 23:59:00,3.5490939120805054
40531831,Schedule Services,2024-12-16 01:28:00,4.7221869130694465
40531831,Coverage,2024-12-16 03:10:00,1.3890700112906385
40531831,Total Loss,2024-12-16 03:23:00,4.023978137800508
40531831,Recovery,2024-12-16 04:54:00,6.0367279148855175
40531831,Claim related teams chats,2024-12-16 05:08:00,3.719754178929614
40550222,Desktop Management,2024-12-12 05:36:00,5.6043070382127045
40550222,Schedule Services,2024-12-12 05:51:00,0.16423802341811206
40550222,Claim Admin,2024-12-12 06:34:00,10.361150041501146
40550222,Claim related teams chats,2024-12-12 07:40:00,3.059631836093573
40550222,Desktop Management,2024-12-12 09:02:00,2.2001015121764955
40550222,Schedule Services,2024-12-12 09:18:00,0.8439246391498681
40550222,Recovery,2024-12-12 09:34:00,2.994321310163358
40550222,Claim Admin,2024-12-12 11:22:00,3.529098176408933
40550222,Liability,2024-12-12 12:25:00,2.6846099653799738
40554594,Settlement,2024-12-13 02:01:00,6.5924571171010715
40554594,Schedule Services,2024-12-13 03:40:00,4.228512898420655
40554594,Recovery,2024-12-13 04:04:00,14.795877652546007
40554594,Claim Admin,2024-12-13 05:25:00,3.5284627066052794
40554594,Schedule Services,2024-12-13 07:16:00,2.4943558284108542
40554594,Total Loss,2024-12-13 09:11:00,0.9898671397007586
40554594,Recovery,2024-12-13 09:16:00,7.813703589415599
40554594,Total Loss,2024-12-13 10:46:00,6.729646409861012
40554594,Communication,2024-12-13 12:00:00,2.5254242142454215
40554594,Claim Admin,2024-12-13 13:20:00,0.2275810047719554
40554594,Recovery,2024-12-13 14:26:00,9.231671580553208
40554594,Recovery,2024-12-13 16:20:00,0.15741834552131778
40564685,Schedule Services,2024-12-14 04:23:00,3.4891047127677455
40564685,Coverage,2024-12-14 05:36:00,1.5199848499718525
40564685,Recovery,2024-12-14 07:03:00,10.330030008724245
40564685,Communication,2024-12-14 07:51:00,3.046686627799779
40564685,Recovery,2024-12-14 09:05:00,3.7161493455055905
40564685,Liability,2024-12-14 09:56:00,2.3254497958890394
40564685,Claim Admin,2024-12-14 10:28:00,4.594106713425393
40564685,Recovery,2024-12-14 12:03:00,0.9927864880881568
40564685,Communication,2024-12-14 12:53:00,2.5803545318173677
40564685,Settlement,2024-12-14 13:27:00,17.53579020910572
40571650,Recovery,2024-12-16 06:01:00,4.473568881373366
40571650,Coverage,2024-12-16 07:59:00,12.079961349966721
40571650,Communication,2024-12-16 08:36:00,14.33582405894265
40571650,Claim Admin,2024-12-16 09:14:00,0.43240455547980694
40571650,Claim Admin,2024-12-16 10:06:00,2.6739217421121646
40571650,Liability,2024-12-16 10:20:00,0.21869282551311908
40571650,Claim related teams chats,2024-12-16 11:01:00,2.098036423835392
40571650,Claim related teams chats,2024-12-16 11:20:00,3.948718194904649
40571650,Desktop Management,2024-12-16 12:12:00,12.184087040814957
40571650,Total Loss,2024-12-16 12:39:00,9.472043334361457
40571650,Communication,2024-12-16 12:58:00,0.7819615581783675
40571650,Liability,2024-12-16 13:34:00,0.588231593340077
40571650,Claim related teams chats,2024-12-16 14:04:00,4.549063676941362
40571650,Communication,2024-12-16 14:21:00,3.8976954637242356
40571650,Coverage,2024-12-16 14:28:00,1.6488044031406435
40635605,Recovery,2024-12-03 04:11:00,3.873346094893144
40635605,Liability,2024-12-03 04:56:00,1.8123627613259496
40635605,Schedule Services,2024-12-03 06:22:00,5.056487874967038
40635605,Claim Admin,2024-12-03 06:37:00,0.7274684788568367
40635605,Desktop Management,2024-12-03 07:37:00,5.42020082560621
40635605,Claim Admin,2024-12-03 07:45:00,1.765465457824755
40635605,Liability,2024-12-03 07:49:00,0.10121481973931219
40635605,Liability,2024-12-03 09:01:00,0.7787324073264738
40635605,Liability,2024-12-03 10:00:00,13.661449216118886
40635605,Coverage,2024-12-03 11:33:00,10.200380858048508
40635605,Coverage,2024-12-03 11:59:00,1.430314187054484
40635605,Schedule Services,2024-12-03 13:12:00,7.6337727380174085
40635605,Coverage,2024-12-03 13:21:00,4.789763245864377
40635605,Liability,2024-12-03 13:25:00,17.785895117032975
40635605,Claim Admin,2024-12-03 14:34:00,2.4388758468120915
40649150,Coverage,2024-12-05 11:32:00,2.1848444032609997
40649150,Claim Admin,2024-12-05 11:33:00,12.560748078922748
40649150,Coverage,2024-12-05 12:03:00,2.709353123868731
40649150,Desktop Management,2024-12-05 12:49:00,0.8732291877534686
40649150,Schedule Services,2024-12-05 14:47:00,6.371400179587881
40649150,Communication,2024-12-05 16:15:00,1.8361231347784894
40649150,Coverage,2024-12-05 17:18:00,3.827155430950427
40649150,Coverage,2024-12-05 17:47:00,6.083873622284977
40649150,Communication,2024-12-05 18:33:00,11.626148494521471
40649150,Communication,2024-12-05 18:49:00,7.95568413893404
40649150,Coverage,2024-12-05 20:44:00,5.740633958087998
40666326,Desktop Management,2024-12-14 18:54:00,4.400511457011099
40666326,Claim related teams chats,2024-12-14 19:12:00,4.24964286364568
40666326,Coverage,2024-12-14 21:07:00,3.5685220309841936
40666326,Coverage,2024-12-14 21:47:00,0.45959692224530635
40666326,Coverage,2024-12-14 22:19:00,0.5708768043237807
40666326,Claim Admin,2024-12-14 23:40:00,4.6928667460587645
40675510,Total Loss,2024-12-14 04:02:00,6.591756753103575
40675510,Settlement,2024-12-14 04:12:00,6.003238627443741
40675510,Schedule Services,2024-12-14 06:12:00,21.95779696431995
40675510,Schedule Services,2024-12-14 06:49:00,1.3755002219923775
40675510,Desktop Management,2024-12-14 07:47:00,5.528251993587032
40675510,Liability,2024-12-14 09:15:00,4.803966262449152
40675510,Settlement,2024-12-14 10:00:00,12.431314909719752
40675510,Coverage,2024-12-14 11:02:00,0.9501597712233923
40675510,Recovery,2024-12-14 12:01:00,7.067565036572387
40675510,Schedule Services,2024-12-14 12:30:00,4.299758405261743
40675510,Coverage,2024-12-14 13:20:00,1.7056143051850947
40675510,Schedule Services,2024-12-14 14:08:00,3.316406206193864
40675510,Total Loss,2024-12-14 15:52:00,2.1306511242698645
40675510,Total Loss,2024-12-14 16:51:00,4.4293357359853625
40707689,Claim Admin,2024-12-02 15:10:00,6.62108689917473
40707689,Settlement,2024-12-02 17:05:00,2.291329011538844
40707689,Claim Admin,2024-12-02 17:22:00,4.842576357879139
40707689,Claim Admin,2024-12-02 17:37:00,4.5019090070512
40707689,Total Loss,2024-12-02 18:39:00,4.066120623968987
40707689,Claim Admin,2024-12-02 19:24:00,5.214973152087163
40769598,Settlement,2024-12-13 08:24:00,5.157010774374272
40769598,Recovery,2024-12-13 09:34:00,7.259001897927629
40769598,Recovery,2024-12-13 11:31:00,0.9721933524456189
40769598,Settlement,2024-12-13 12:21:00,3.19537259333188
40769598,Claim Admin,2024-12-13 13:02:00,0.1468771608222808
40769598,Liability,2024-12-13 14:57:00,1.5163183367893347
40769598,Settlement,2024-12-13 15:05:00,6.581568428056428
40769598,Claim related teams chats,2024-12-13 16:13:00,24.124177204430694
40769598,Communication,2024-12-13 16:43:00,0.6222385485554638
40769598,Liability,2024-12-13 17:15:00,2.6665962836070967
