CLAIM_NBR,CLAIM_SID,CLAIM_RPTD_DT,CLAIM_OPEN_DT,CLAIM_CLSD_DT,CLAIM_REOPND_DT,CLAIM_STTS_DESC,CLAIM_CLSD_OUTCM_CD,CLAIM_CLSD_OUTCM_TYPE_CD,CLAIM_CLSD_OUTCM_TYPE_DESC,CLAIM_REOPND_RSN_DESC,CLAIM_STRGY_DESC,CLAIM_SEG_DESC,CLAIM_TIER_DESC,CLAIM_RPT_TYPE_DESC,CLAIM_OWNR_CNTCT_ID,CLAIM_OWNR_SYS_USER_ID,CLAIM_OWNR_EMPLY_NBR,RPT_TAKR_CNTCT_ID,RPT_TAKR_SYS_USER_ID,RPT_TAKR_EMPLY_NBR,ASSGD_BY_CNTCT_ID,ASSGD_BY_SYS_USER_ID,ASSGD_BY_EMPLY_NBR,LOSS_DT,LOSS_TYPE_DESC,LOSS_CITY_NME,LOSS_ST_CD,LOSS_ST_DESC,LOSS_ZIP_CD,LOSS_CNTY_NME,CAT_IND,CAT_CD,FAULT_RATE,FAULT_RTG_DESC,LOSS_CAUS_CTGRY_DESC,LOSS_CAUS_TYP_DESC,LOSS_CTGRY_TYP_DESC,XTRNAL_RCSTN_SRCE_TYP,XTRNAL_RCSTN_SRCE_DESC,LOSS_CAUS_CTGRY_CD,POLICY_NBR,POLICY_ST_CD,POLICY_ST_DESC,RPTD_BY_TYPE_DESC,FLAGD_DESC,FLAGD_CD,FLAGD_DT,POLICY_EFCTV_DT,POLICY_XPRTN_DT,POLICY_FIRST_YR,POLICY_STTS_CD,POLICY_STTS_DESC,NEW_POLICY_IND,POLICY_TOTAL_VEHICLES,POLICY_TOTAL_PROPERTIES,LSVL_IND,RPTG_ENTY_CD,RPTG_ENTY_DESC,BRAND_CD,BRAND_DESC,AGNT_DIV,AGNT_ZONE,AGNT_STAT,AGNT_ID,PRDCT_LINE_CD,PRDCT_LINE_DESC,POLICY_SRCE_CD,POLICY_SRCE_DESC,NAIC_RPTG_POLICY_NBR,POLICY_SYMBL_CD,POLICY_CO_CD,POLICY_MRKT_CD,INVOL_MRKT_IND,REFRL_SRCE_CD,REFRL_SRCE_DESC,CNTRL_ACCESS_IND,EMPLY_CLAIM_IND,DM_BEGN_DT,DM_END_DT,DM_CRRNT_ROW_IND,DM_ROW_PRCS_DT,DM_ROW_PRCS_UPDT_DT,CNVRTD_CLAIM_IND,DM_INSRT_AUDIT_ID,DM_UPDT_AUDIT_ID,CLAIM_STTS_CD,CLAIM_CLSD_OUTM_CD,CLAIM_REOPND_RSN_CD,CLAIM_STRGY_CD,CLAIM_SEG_CD,CLAIM_TIER_CD,CLAIM_RPT_TYPE_CD,LOSS_TYPE_CD,FAULT_RTG_CD,EXPSR_ID,INCDT_ID,LM_VISION_SUFX_NBR,EXPSR_NBR,VISION_ID_NBR,EXPSR_OPEN_DTM,EXPSR_CLSD_DTM,EXPSR_REOPND_DT,SUBRO_IND,MCCA_IND,UCIF_IND,IME_PFRMD_IND,SIU_IND,CVRC_TYPE_DESC,CVRC_SBTYP_DESC,LDB_DTL_CD,LDB_DTL_DESC,EXPSR_ASGMT_STTS_DESC,CLMNT_TYPE_DESC,EXPSR_STTS_DESC,EXPSR_STRGY_DESC,CHANNEL_EXPSR_SEG_CD,EXPSR_TYPE_CD,EXPSR_TIER_DESC,EXPSR_CLSD_OUTCM_TYPE_DESC,EXPSR_REOPND_RSN_DESC,LOSS_PARTY_TYPE_DESC,LOST_PROP_TYPE_DESC,CVRC_TYPE_CD,CVRC_SBTYP_CD,EXPSR_ASGNT_STTS_CD,CLMNT_TYPE_CD,EXPSR_STTS_CD,EXPSR_STRGY_CD,EXPSR_TIER_CD,EXPSR_CLSD_OUTCM_TYPE_CD,LOSS_PARTY_TYPE_CD,EXPSR_OWNR_CNTCT_ID,EXPSR_OWNR_SYS_USER_ID,EXPSR_OWNR_EMPLY_NBR,EXPSR_CLMNT_FIRST_NME,DM_INSRT_AUDIT_ID_EXP,DM_UPDT_AUDIT_ID_EXP,EXPSR_ASSGD_BY_OWNR_CNTCT_ID,EXPSR_ASSGD_BY_OWNR_SYS_USR_ID,EXPSR_ASSGD_BY_OWNR_EMPLY_NBR,EXPSR_INIT_ASSGD_DT,JURIS_ST_CD,JURIS_ST_DESC,CVRC_ISS_TYPE_CD,CVRC_ISS_TYPE_DESC,CVRC_DTRMN_TYPE_CD,CVRC_DTRMN_TYPE_DESC,ORGNG_ISS_IND,INSD_OWN_NONLSTD_VEHCL_IND,VEHCL_LISTED_ON_POLICY_IND,ACDT_LMT_AMT,LBLTY_DTRMN_TYPE_CD,LBLTY_DTRMN_TYPE_DESC,CMPRTY_NGLGNC_IND,EXPSR_ORDER_NBR,FINCL_MGMT_LINE_CD,FINCL_MGMT_LINE_DESC,CRRNT_NCVRA_IND,CVRG_EFCTV_DT,CVRG_XPRTN_DT,CVRG_DEBEL,INIT_EXPSR_SEG_DESC,ASSGD_GRP_NME,SALVAGE_IND,ASSGD_GRP_ID,CVRC_STTS_DESC,ACES_CLAIM_NBR,ACES_CLAIM_ID,LGLTY_TYP_CD,LGLTY_CLAIM_TYP_DESC,MATTER_IND,LTGN_IND
068396529,139529693,12/16/2024,12/16/2024,01/05/2025,,Closed,automatic,settled,Incident Only,,Unknown,Unknown,Medium Severity,Self/Insured,n0375529,n0305273,N0399125,n0322962,user:17708,N0357963,assign_cc_app_user,assign_cc_app_user,,12/12/2024,Auto,Fort Worth,NY,Texas,78701,,N,,4,Insured not at Fault,insdparkedHit,Multi Vehicle Accident,eFNOL,eFNOL,efnol,4,Y9727369,NY,Florida,Self/Insured,Never flagged,neverflagged,,09/28/2024,09/28/2025,2024,inforce,In force,N,2,0,N,1765,Liberty County Mutual Insurance Company,SAF,Safeco,34,84,5203,5530,AUT,Automobile,AUT,AUT,ABT29671527524,T,T,1,N,26,Safeco Regional,N,N,12/16/2024,12/31/9999,Y,12/17/2024,01/06/2025,N,5557424,5591521,closed,automatic,,unknown,apd_tl,medium,digital,AUTO,4,068396529-0003,cc:44261032,3,068396529-0003,068396529-0003,12/17/2024,01/05/2025,,N,N,N,N,N,Liability Property Damage,Uninsured Motorist Property Damage,PD,Property Damage Liability,Assigned,Insured,Closed,APD : TL,apd_express,VehicleDamage,1st Party Physical Damage - High Complexity,Settled,,Insured,,UMPD,umpd_vd,assigned,insured,closed,standard,1p_pd_high,settled,insured,n0302875,n0386275,N0351879,Janie,5501061,5574177,assign_cc_app_user,assign_cc_app_user,,12/17/2024,CA,Illinois,cit_afforded,No Issues,cit_no_issues,Coverage Afforded,N,N,Y,25000.0,lblty_denial,,N,n0357779,204,PRIVATE PASSENGER AUTO LIABILITY-PROPERTY DAMAGE,N,10/16/2024,09/28/2025,09/29/2025,APD : TL,Total Loss,N,apd-total-loss,VERIFIED,,AL980-HA7446-23,LA,Auto Insured,N,N
064311242,139042032,12/10/2024,12/10/2024,12/25/2024,12/25/2024,Closed,closed,settled,Settled,Automated Closing,Unknown,Unknown,Digital,Digital,n0359609,n0348311,N0388188,n0398174,user:14295,N0383695,assign_cc_app_user,assign_cc_app_user,,12/05/2024,Auto,Austin,TX,Illinois,79901,,N,,4,Insured not at fault,Another Vehicle Hit Parked Insured,Multi Vehicle Accident,efnol,efnol,eFNOL,12,Y9047549,TX,Florida,Self/Insured,Never flagged,neverflagged,,07/08/2024,07/08/2025,2024,inforce,In force,N,2,1,N,1775,Liberty County Mutual Insurance Company,SAF,Safeco,6,34,5208,5961,AUT,Automobile,AUT,Safeco Auto,ABT29741183219,T,T,2,N,27,Safeco Regional,N,N,12/10/2024,12/31/9999,Y,12/11/2024,12/26/2024,N,5513022,5589873,closed,automatic,apd_tl,unknown,digital,digital,digital,AUTO,self,064311242-0001,cc:41538024,1,064311242-0001,064311242-0001,12/11/2024,12/25/2024,12/25/2024,N,N,N,N,N,Liability Property Damage,Liability - (Auto) Property Damage,PD,Property Damage Liability,Assigned,Owner/Operator of other Vehicle,Closed,APD : TL,apd_tl,VehicleDamage,3rd Party Physical Damage - Low Complexity,Incident Only,,Third Party,,UMPD,lipd_vd,assigned,insured,closed,standard,3p_pd_low,incident_only,third_party,n0301947,n0346955,N0331186,,5542437,5502068,assign_cc_app_user,assign_cc_app_user,,12/11/2024,CA,New York,cit_no_issues,No Issues,cit_afforded,Coverage Afforded,N,N,N,25000.0,,Liability Denial,N,n0380623,205,PRIVATE PASSENGER AUTO LIABILITY-PROPERTY DAMAGE,N,07/31/2024,07/08/2025,07/09/2025,APD : TL,,Y,,VERIFIED,,,PD,Auto Liability,N,N
064311242,139042032,12/10/2024,12/10/2024,12/25/2024,12/25/2024,Closed,closed,settled,Settled,Automated Closing,Unknown,Unknown,Digital,Digital,n0359609,n0348311,N0388188,n0398174,user:14295,N0383695,assign_cc_app_user,assign_cc_app_user,,12/05/2024,Auto,Austin,TX,Illinois,79901,,N,,4,Insured not at fault,Another Vehicle Hit Parked Insured,Multi Vehicle Accident,efnol,efnol,eFNOL,12,Y9047549,TX,Florida,Self/Insured,Never flagged,neverflagged,,07/08/2024,07/08/2025,2024,inforce,In force,N,2,1,N,1775,Liberty County Mutual Insurance Company,SAF,Safeco,6,34,5208,5961,AUT,Automobile,AUT,Safeco Auto,ABT29741183219,T,T,2,N,27,Safeco Regional,N,N,12/10/2024,12/31/9999,Y,12/11/2024,12/26/2024,N,5513022,5589873,closed,automatic,apd_tl,unknown,digital,digital,digital,AUTO,self,064311242-0002,cc:41232969,2,064311242-0002,064311242-0002,12/10/2024,12/25/2024,12/25/2024,N,N,N,N,N,Liability Property Damage,Liability - (Auto) Property Damage,PD,Property Damage Liability,Assigned,Insured,Closed,APD : TL,apd_tl,VehicleDamage,1st Party Physical Damage,Settled,,Third Party,,COLL,lipd_vd,assigned,insured,closed,standard,1p_pd_high,settled,insured,n0395631,n0312463,N0340966,Janie,5540963,5587177,assign_cc_app_user,assign_cc_app_user,,12/11/2024,NY,Texas,cit_no_issues,No Issues,cit_no_issues,Coverage Afforded,N,N,Y,,lblty_denial,Liability Denial,N,n0376869,271,PRIVATE PASSENGER AUTO LIABILITY-PROPERTY DAMAGE,N,07/25/2024,07/08/2025,07/09/2025,APD : TL,,N,,VERIFIED,,,LA,Auto Insured,N,N
061738129,139847931,12/17/2024,12/17/2024,01/08/2025,,Closed,automatic,settled,Incident Only,,Unknown,Unknown,Digital,Digital,n0379822,n0386223,N0390894,n0335054,user:10474,,assign_cc_app_user,assign_cc_app_user,,12/15/2024,Auto,Houston,CA,Illinois,76101,,N,,4,Insured not at fault,Insured Parked,Multi-Vehicle Accident,eFNOL,eFNOL,efnol,4,Y9475682,FL,California,Self/Insured,Never Flagged,neverflagged,,01/30/2024,01/29/2025,2024,inforce,inforce,N,1,0,N,1786,Liberty County Mutual Insurance Company,SAF,Safeco,34,34,5208,5621,AUT,Automobile,AUT,AUT,ABT29293310667,AB,T,2,N,27,Safeco Regional,N,N,12/17/2024,12/31/9999,Y,12/18/2024,01/09/2025,N,5588895,5588930,closed,automatic,,apd_tl,apd_tl,medium,self,AUTO,self,061738129-0001,cc:43429650,1,061738129-0001,061738129-0001,12/18/2024,01/08/2025,,N,N,N,N,N,Uninsured Motorist Property Damage,Uninsured Motorist Property Damage,PD,Property Damage Liability,Assigned,Owner/Operator of other Vehicle,Closed,APD - TL,apd_express,VehicleDamage,1st Party Physical Damage - High Complexity,Incident Only,,Third Party,,UMPD,coll_vd,assigned,insured,closed,standard,3p_pd_low,settled,third_party,n0341033,n0375465,N0356267,,5553008,5592995,assign_cc_app_user,assign_cc_app_user,,12/18/2024,NY,Texas,cit_afforded,No Issues,cit_afforded,Coverage Afforded,N,N,Y,,lblty_denial,Liability Denial,N,n0357104,275,PRIVATE PASSENGER AUTO LIABILITY-PROPERTY DAMAGE,N,02/11/2024,01/29/2025,01/30/2025,APD : Express,,N,,VERIFIED,,,LA,Auto Liability,N,N
065861544,137945238,12/05/2024,12/05/2024,12/10/2024,,Closed,closed,incident_only,Incident Only,,Unknown,APD - TL,Digital,Self/Insured,n0382210,n0341436,N0319786,n0357640,user:11118,,assign_cc_app_user,assign_cc_app_user,,12/01/2024,Auto,Dallas,IL,Texas,75201,,N,,4,Insured not at Fault,Another Vehicle Hit Parked Insured,Multi-Vehicle Accident,efnol,efnol,eFNOL,12,Y9644883,IL,Illinois,Self/Insured,Never Flagged,neverflagged,,03/16/2024,03/16/2025,2024,inforce,In force,N,3,1,N,1707,Liberty County Mutual Insurance Company,SAF,SAF,34,84,5203,5040,AUT,AUT,AUT,AUT,ABT29471825556,AB,T,2,N,26,Safeco Regional,N,N,12/05/2024,12/31/9999,Y,12/06/2024,12/11/2024,N,5544350,5588984,closed,closed,,apd_tl,apd_tl,digital,digital,AUTO,4,065861544-0001,cc:44227787,1,065861544-0001,065861544-0001,12/06/2024,12/11/2024,,N,N,N,N,N,Uninsured Motorist Property Damage,Uninsured Motorist Property Damage,PD,Property Damage Liability,Assigned,Insured,Closed,apd_express,apd_tl,VehicleDamage,1st Party Physical Damage,Incident Only,,Insured,,COLL,umpd_vd,assigned,owneroperator,closed,standard,1p_pd_high,settled,third_party,n0328074,n0344791,N0363736,Unknown,5529693,5518030,assign_cc_app_user,assign_cc_app_user,,12/06/2024,TX,Illinois,cit_no_issues,Coverage Afforded,cit_no_issues,Coverage Afforded,N,N,Y,25000.0,lblty_denial,Liability Denial,N,n0394526,256,PRIVATE PASSENGER AUTO LIABILITY-PROPERTY DAMAGE,N,03/17/2024,03/16/2025,03/17/2025,APD : TL,,Y,,VERIFIED,,,PD,Auto Liability,N,N
065861544,137945238,12/05/2024,12/05/2024,12/10/2024,,Closed,closed,incident_only,Incident Only,,Unknown,APD - TL,Digital,Self/Insured,n0382210,n0341436,N0319786,n0357640,user:11118,,assign_cc_app_user,assign_cc_app_user,,12/01/2024,Auto,Dallas,IL,Texas,75201,,N,,4,Insured not at Fault,Another Vehicle Hit Parked Insured,Multi-Vehicle Accident,efnol,efnol,eFNOL,12,Y9644883,IL,Illinois,Self/Insured,Never Flagged,neverflagged,,03/16/2024,03/16/2025,2024,inforce,In force,N,3,1,N,1707,Liberty County Mutual Insurance Company,SAF,SAF,34,84,5203,5040,AUT,AUT,AUT,AUT,ABT29471825556,AB,T,2,N,26,Safeco Regional,N,N,12/05/2024,12/31/9999,Y,12/06/2024,12/11/2024,N,5544350,5588984,closed,closed,,apd_tl,apd_tl,digital,digital,AUTO,4,065861544-0002,cc:47868776,2,065861544-0002,065861544-0002,12/05/2024,12/10/2024,,N,N,N,N,N,Collision - Vehicle Damage,Uninsured Motorist Property Damage,PD,Property Damage Liability,Assigned,Owner/Operator of other Vehicle,Closed,APD : TL,apd_express,VehicleDamage,3rd Party Physical Damage - Low Complexity,Settled,,Third Party,,COLL,umpd_vd,assigned,owneroperator,closed,standard,1p_pd_high,settled,third_party,n0357340,n0312021,N0329102,Janie,5545820,5503495,assign_cc_app_user,assign_cc_app_user,,12/06/2024,IL,Florida,cit_no_issues,Coverage Afforded,cit_no_issues,Coverage Afforded,N,N,Y,25000.0,,Liability Denial,N,n0393677,283,PRIVATE PASSENGER AUTO LIABILITY-PROPERTY DAMAGE,N,03/26/2024,03/16/2025,03/17/2025,APD : Express,,N,,VERIFIED,,AL980-HA7446-90,PD,Auto Insured,N,N
060318832,137146845,12/07/2024,12/08/2024,01/01/2025,,Closed,closed,settled,Incident Only,,Unknown,Unknown,Medium Severity,Digital,n0355027,n0383748,N0381633,n0359914,user:11029,,assign_cc_app_user,assign_cc_app_user,,12/02/2024,Auto,Fort Worth,CA,Florida,78701,,N,,0,Insured not at Fault,Insured Parked,Multi Vehicle Accident,eFNOL,eFNOL,efnol,12,Y9999716,IL,Illinois,Self/Insured,Never Flagged,neverflagged,,10/11/2024,10/11/2025,2024,inforce,In force,N,2,2,N,1745,Liberty County Mutual Insurance Company,SAF,Safeco,6,84,5208,5136,AUT,AUT,AUT,AUT,ABT29586277792,T,T,3,N,27,Safeco Regional,N,N,12/08/2024,12/31/9999,Y,12/09/2024,01/02/2025,N,5517675,5508270,closed,automatic,,unknown,digital,medium,digital,AUTO,self,060318832-0001,cc:45294819,1,060318832-0001,060318832-0001,12/09/2024,01/02/2025,,N,N,N,N,N,Collision - Vehicle Damage,Collision - Vehicle Damage,PD,Property Damage Liability,Assigned,Owner/Operator of other Vehicle,Closed,apd_tl,apd_tl,VehicleDamage,3rd Party Physical Damage - Low Complexity,Settled,,Insured,,LIPD,umpd_vd,assigned,insured,closed,standard,1p_pd_high,settled,insured,n0368062,n0334959,N0310828,,5555640,5510345,assign_cc_app_user,assign_cc_app_user,,12/09/2024,FL,Florida,cit_no_issues,No Issues,cit_afforded,Coverage Afforded,N,N,N,,,Liability Denial,N,n0390408,256,PRIVATE PASSENGER AUTO LIABILITY-PROPERTY DAMAGE,N,10/22/2024,10/11/2025,10/12/2025,APD : TL,,N,,VERIFIED,,AL980-HA7446-36,LA,Auto Insured,N,N
060522452,136197720,12/15/2024,12/15/2024,12/18/2024,,Closed,automatic,settled,Incident Only,,Unknown,APD - TL,Digital,Self/Insured,n0358188,n0310077,N0375225,n0318047,user:18674,,assign_cc_app_user,assign_cc_app_user,,12/14/2024,Auto,San Antonio,CA,New York,79901,,N,,4,Insured not at fault,insdparkedHit,Multi Vehicle Accident,efnol,eFNOL,efnol,4,Y9209902,TX,California,Self/Insured,Never Flagged,neverflagged,,04/01/2024,04/01/2025,2024,inforce,In Force,N,2,2,N,1790,Liberty County Mutual Insurance Company,SAF,Safeco,34,84,5203,5812,AUT,Automobile,AUT,Safeco Auto,ABT29130311939,AB,T,1,N,30,Safeco Regional,N,N,12/15/2024,12/31/9999,Y,12/16/2024,12/19/2024,N,5547303,5572616,closed,automatic,,apd_tl,apd_tl,medium,digital,AUTO,4,060522452-0001,cc:48030667,1,060522452-0001,060522452-0001,12/16/2024,12/18/2024,,N,N,N,N,N,Collision - Vehicle Damage,Collision - Vehicle Damage,PD,Property Damage Liability,Assigned,Owner/Operator of other Vehicle,Closed,APD : Express,apd_express,VehicleDamage,1st Party Physical Damage,Settled,,Third Party,,COLL,coll_vd,assigned,owneroperator,closed,standard,1p_pd_high,incident_only,third_party,n0342291,n0392973,N0329552,Janie,5568012,5537230,assign_cc_app_user,assign_cc_app_user,,12/16/2024,IL,Florida,cit_no_issues,Coverage Afforded,cit_no_issues,No Issues,N,N,Y,25000.0,,Liability Denial,N,n0303718,210,PRIVATE PASSENGER AUTO LIABILITY-PROPERTY DAMAGE,N,04/02/2024,04/01/2025,04/02/2025,APD : TL,,N,,VERIFIED,,,PD,Auto Insured,N,N
060522452,136197720,12/15/2024,12/15/2024,12/18/2024,,Closed,automatic,settled,Incident Only,,Unknown,APD - TL,Digital,Self/Insured,n0358188,n0310077,N0375225,n0318047,user:18674,,assign_cc_app_user,assign_cc_app_user,,12/14/2024,Auto,San Antonio,CA,New York,79901,,N,,4,Insured not at fault,insdparkedHit,Multi Vehicle Accident,efnol,eFNOL,efnol,4,Y9209902,TX,California,Self/Insured,Never Flagged,neverflagged,,04/01/2024,04/01/2025,2024,inforce,In Force,N,2,2,N,1790,Liberty County Mutual Insurance Company,SAF,Safeco,34,84,5203,5812,AUT,Automobile,AUT,Safeco Auto,ABT29130311939,AB,T,1,N,30,Safeco Regional,N,N,12/15/2024,12/31/9999,Y,12/16/2024,12/19/2024,N,5547303,5572616,closed,automatic,,apd_tl,apd_tl,medium,digital,AUTO,4,060522452-0002,cc:44990112,2,060522452-0002,060522452-0002,12/15/2024,12/17/2024,,N,N,N,N,N,Liability Property Damage,Liability - (Auto) Property Damage,PD,Property Damage Liability,Assigned,Insured,Closed,apd_tl,apd_express,VehicleDamage,1st Party Physical Damage,Incident Only,,Insured,,COLL,umpd_vd,assigned,insured,closed,standard,3p_pd_low,settled,third_party,n0335058,n0358929,N0332495,Unknown,5512689,5506632,assign_cc_app_user,assign_cc_app_user,,12/16/2024,NY,California,cit_no_issues,Coverage Afforded,cit_afforded,No Issues,N,N,Y,,,,N,n0340441,263,PRIVATE PASSENGER AUTO LIABILITY-PROPERTY DAMAGE,N,04/01/2024,04/01/2025,04/02/2025,APD : Express,Total Loss,Y,Y,VERIFIED,,AL980-HA7446-07,PD,Auto Insured,N,N
069004176,135068597,12/04/2024,12/04/2024,01/02/2025,,Closed,automatic,settled,Incident Only,,Unknown,Unknown,Medium Severity,Self/Insured,n0372512,n0337827,N0309637,n0350639,user:18261,,assign_cc_app_user,assign_cc_app_user,,12/03/2024,Auto,Austin,FL,Florida,79901,,N,,4,Insured not at fault,Insured Parked,Multi Vehicle Accident,eFNOL,eFNOL,eFNOL,12,Y9748255,FL,New York,Self/Insured,Never flagged,neverflagged,,05/20/2024,05/20/2025,2024,inforce,inforce,N,2,2,N,1775,Liberty County Mutual Insurance Company,SAF,Safeco,34,34,5203,5377,AUT,Automobile,AUT,Safeco Auto,ABT29447256709,T,T,3,N,27,Safeco Regional,N,N,12/04/2024,12/31/9999,Y,12/05/2024,01/03/2025,N,5594555,5506731,closed,automatic,,unknown,digital,medium,digital,AUTO,self,069004176-0001,cc:41843740,1,069004176-0001,069004176-0001,12/05/2024,01/02/2025,,N,N,N,N,N,Collision - Vehicle Damage,Uninsured Motorist Property Damage,PD,Property Damage Liability,Assigned,Owner/Operator of other Vehicle,Closed,APD : TL,apd_tl,VehicleDamage,1st Party Physical Damage,Settled,,Third Party,,COLL,lipd_vd,assigned,insured,closed,standard,1p_pd_high,settled,insured,n0388587,n0394493,N0389226,,5590873,5534650,assign_cc_app_user,assign_cc_app_user,,12/05/2024,FL,Illinois,cit_afforded,No Issues,cit_afforded,Coverage Afforded,N,N,Y,,,,N,n0345718,271,PRIVATE PASSENGER AUTO LIABILITY-PROPERTY DAMAGE,N,06/18/2024,05/20/2025,05/21/2025,APD : TL,,N,,VERIFIED,,AL980-HA7446-45,PD,Auto Liability,N,N
069004176,135068597,12/04/2024,12/04/2024,01/02/2025,,Closed,automatic,settled,Incident Only,,Unknown,Unknown,Medium Severity,Self/Insured,n0372512,n0337827,N0309637,n0350639,user:18261,,assign_cc_app_user,assign_cc_app_user,,12/03/2024,Auto,Austin,FL,Florida,79901,,N,,4,Insured not at fault,Insured Parked,Multi Vehicle Accident,eFNOL,eFNOL,eFNOL,12,Y9748255,FL,New York,Self/Insured,Never flagged,neverflagged,,05/20/2024,05/20/2025,2024,inforce,inforce,N,2,2,N,1775,Liberty County Mutual Insurance Company,SAF,Safeco,34,34,5203,5377,AUT,Automobile,AUT,Safeco Auto,ABT29447256709,T,T,3,N,27,Safeco Regional,N,N,12/04/2024,12/31/9999,Y,12/05/2024,01/03/2025,N,5594555,5506731,closed,automatic,,unknown,digital,medium,digital,AUTO,self,069004176-0002,cc:45811015,2,069004176-0002,069004176-0002,12/05/2024,01/03/2025,,N,N,N,N,N,Collision,Collision - Vehicle Damage,PD,Property Damage Liability,Assigned,Insured,Closed,apd_express,apd_tl,VehicleDamage,3rd Party Physical Damage - Low Complexity,Incident Only,,Third Party,,LIPD,coll_vd,assigned,owneroperator,closed,standard,1p_pd_high,incident_only,third_party,n0300679,n0372135,N0320701,Janie,5585575,5562350,assign_cc_app_user,assign_cc_app_user,,12/05/2024,FL,Florida,cit_no_issues,No Issues,cit_no_issues,No Issues,N,N,Y,,lblty_denial,Liability Denial,N,n0352034,300,PRIVATE PASSENGER AUTO LIABILITY-PROPERTY DAMAGE,N,06/04/2024,05/20/2025,05/21/2025,APD : Express,Total Loss,Y,Y,VERIFIED,,AL980-HA7446-73,PD,Auto Insured,N,N
069004176,135068597,12/04/2024,12/04/2024,01/02/2025,,Closed,automatic,settled,Incident Only,,Unknown,Unknown,Medium Severity,Self/Insured,n0372512,n0337827,N0309637,n0350639,user:18261,,assign_cc_app_user,assign_cc_app_user,,12/03/2024,Auto,Austin,FL,Florida,79901,,N,,4,Insured not at fault,Insured Parked,Multi Vehicle Accident,eFNOL,eFNOL,eFNOL,12,Y9748255,FL,New York,Self/Insured,Never flagged,neverflagged,,05/20/2024,05/20/2025,2024,inforce,inforce,N,2,2,N,1775,Liberty County Mutual Insurance Company,SAF,Safeco,34,34,5203,5377,AUT,Automobile,AUT,Safeco Auto,ABT29447256709,T,T,3,N,27,Safeco Regional,N,N,12/04/2024,12/31/9999,Y,12/05/2024,01/03/2025,N,5594555,5506731,closed,automatic,,unknown,digital,medium,digital,AUTO,self,069004176-0003,cc:42251501,3,069004176-0003,069004176-0003,12/05/2024,01/03/2025,,N,N,N,N,N,Collision,Liability - (Auto) Property Damage,PD,Property Damage Liability,Assigned,Insured,Closed,APD - TL,apd_tl,VehicleDamage,3rd Party Physical Damage - Low Complexity,Incident Only,,Insured,,UMPD,coll_vd,assigned,owneroperator,closed,standard,1p_pd_high,incident_only,third_party,n0318430,n0362580,N0342415,Unknown,5500895,5534181,assign_cc_app_user,assign_cc_app_user,,12/05/2024,FL,Florida,cit_afforded,No Issues,cit_afforded,Coverage Afforded,N,N,Y,25000.0,lblty_denial,,N,n0340213,220,PRIVATE PASSENGER AUTO LIABILITY-PROPERTY DAMAGE,N,06/01/2024,05/20/2025,05/21/2025,APD : TL,,N,,VERIFIED,,AL980-HA7446-79,LA,Auto Liability,N,N
067633275,138134192,12/14/2024,12/16/2024,01/10/2025,,Closed,closed,incident_only,Settled,,Unknown,Unknown,Medium Severity,Digital,n0371781,n0366255,N0326497,n0375065,user:18792,,assign_cc_app_user,assign_cc_app_user,,12/14/2024,Auto,Fort Worth,IL,New York,78221,,N,,4,Insured not at fault,multiVehicleAccidentAuto,Multi-Vehicle Accident,efnol,efnol,eFNOL,4,Y9705448,FL,Texas,Self/Insured,Never Flagged,neverflagged,,07/26/2024,07/26/2025,2024,inforce,inforce,N,2,1,N,1769,Liberty County Mutual Insurance Company,SAF,SAF,34,84,5208,5418,AUT,AUT,AUT,Safeco Auto,ABT29822301213,T,T,2,N,27,Safeco Regional,N,N,12/16/2024,12/31/9999,Y,12/17/2024,01/11/2025,N,5510518,5589486,closed,closed,,apd_tl,apd_tl,medium,self,AUTO,self,067633275-0001,cc:43736121,1,067633275-0001,067633275-0001,12/16/2024,01/11/2025,,N,N,N,N,N,Liability Property Damage,Uninsured Motorist Property Damage,PD,Property Damage Liability,Assigned,Owner/Operator of other Vehicle,Closed,APD : Express,apd_express,VehicleDamage,1st Party Physical Damage - High Complexity,Incident Only,,Insured,,LIPD,coll_vd,assigned,owneroperator,closed,standard,3p_pd_low,incident_only,third_party,n0358515,n0378352,N0388083,,5506380,5532077,assign_cc_app_user,assign_cc_app_user,,12/16/2024,CA,Illinois,cit_no_issues,No Issues,cit_no_issues,Coverage Afforded,N,N,Y,,,Liability Denial,N,n0339552,218,PRIVATE PASSENGER AUTO LIABILITY-PROPERTY DAMAGE,N,08/16/2024,07/26/2025,07/27/2025,APD : Express,,N,,VERIFIED,,AL980-HA7446-72,PD,Auto Insured,N,N
